Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
one_bed_59994947		I show her to my room and sit on the bed, bouncing a little.	game/script files/5_rain.rpy	242	"[what]"
one_bed_3e722a4f	a	"Right. So! There are blankets on the dresser over there. Use whichever ones you want."	game/script files/5_rain.rpy	248	a happy "[what]"
one_bed_9922fcfd	e	"Thanks!"	game/script files/5_rain.rpy	250	e happy "[what]"
one_bed_c623cc3a		She grabs a soft, blue cotton blanket and the fluffy winter duvet. I raise my eyebrow at that.	game/script files/5_rain.rpy	252	"[what]"
one_bed_d646b21a	a	"Won't you be hot? It's still summer..."	game/script files/5_rain.rpy	254	a neutral "[what]"
one_bed_0b1cea93	e	"I sleep better with some layers on me, I won't overheat!"	game/script files/5_rain.rpy	256	e excited "[what]"
one_bed_3a573941		So cute.	game/script files/5_rain.rpy	258	"[what]"
one_bed_47afcfa8		We build our little nests and tuck into bed. I pull the lamp cord.	game/script files/5_rain.rpy	260	"[what]"
one_bed_bdfc9682	e	"Aya?"	game/script files/5_rain.rpy	267	e happy "[what]"
one_bed_d52bc273	a	"Mmhm?"	game/script files/5_rain.rpy	269	a happy "[what]"
one_bed_6713ed11		She rolls onto her side, facing me. Our faces are close enough that I can feel the warmth of her breath.	game/script files/5_rain.rpy	271	"[what]"
one_bed_2d8b0929	e	"Thank you for this... you're really sweet, you know."	game/script files/5_rain.rpy	273	e excited "[what]"
one_bed_cd218e58	a	"Ahh, don't make it weird."	game/script files/5_rain.rpy	275	a blush "[what]"
one_bed_91eaa885		In the dim light I can see the curve of her cheek as she smiles.	game/script files/5_rain.rpy	277	"[what]"
one_bed_9ed08a28	e	"I can keep my hands and thoughts to myself. Or not, if you'd like. Just let me know."	game/script files/5_rain.rpy	279	e rizzler "[what]"
one_bed_7425dc80		(I would NOT like. I definitely would NOT like to brush her hair and tuck it behind her ear, and pull up her covers and pull her close. I most certainly would NOT like to see how soft her lips are...)	game/script files/5_rain.rpy	281	"[what]"
one_bed_3d709815		I roll over and pull my blanket over my head, hiding from her and from my thoughts.	game/script files/5_rain.rpy	283	"[what]"
one_bed_0a627954		I can practically feel her smile on my back.	game/script files/5_rain.rpy	285	"[what]"
one_bed_dcbcddd5		Eventually, the patter of the rain on the roof lulls me until I can't keep myself awake any longer. I fall into a dreamless sleep.	game/script files/5_rain.rpy	287	"[what]"
one_bed_f441aa23		This feels... right.	game/script files/5_rain.rpy	289	"[what]"
rain_wake_early_9c46e968		I wake up pleasantly warm.	game/script files/5_rain.rpy	308	"[what]"
rain_wake_early_820c6c57		Erin is curled up at my back with the blankets piled atop her. One arm escaped the blanket nest and comfortably hugs my fluffy tail close to her body.	game/script files/5_rain.rpy	310	"[what]"
rain_wake_early_e8d47036		Weak morning sunlight peeks through the shut curtains, casting cool rays across her bundled-up form.	game/script files/5_rain.rpy	312	"[what]"
rain_wake_early_36b52c7f		I roll over carefully. When I slip my tail gently from her arms she mumbles a bit in protest.	game/script files/5_rain.rpy	314	"[what]"
rain_wake_early_7d702389		She's {i}so{/i} cute.	game/script files/5_rain.rpy	316	"[what]"
rain_wake_early_eb71e4a7		(I wonder what it would be like to wake up like this every morning?)	game/script files/5_rain.rpy	318	"[what]"
rain_wake_early_16a66f94		I can't think like that!	game/script files/5_rain.rpy	320	"[what]"
rain_wake_early_355d4c57	a	"What the hell, Aya!"	game/script files/5_rain.rpy	322	a gloom "[what]"
rain_wake_early_18ea5f15		I clap a hand over my mouth in horror.	game/script files/5_rain.rpy	324	"[what]"
rain_wake_early_a89c698d		I did NOT mean to say that out loud.	game/script files/5_rain.rpy	326	"[what]"
rain_wake_early_1d678138		But I didn't seem to wake her, thankfully.	game/script files/5_rain.rpy	328	"[what]"
rain_wake_early_28647862		I slip out of the bed and tiptoe to the bathroom to get myself ready for the day.	game/script files/5_rain.rpy	330	"[what]"
rain_wake_early_5874de9f		I take my time. When I'm feeling fresh and ready for the day I plod over to the kitchen. Maybe I should make her breakfast.	game/script files/5_rain.rpy	332	"[what]"
rain_sleep_in_f7f4aabd		The bed is empty when I wake up, Erin's blankets folded neatly back up on the side table.	game/script files/5_rain.rpy	341	"[what]"
rain_sleep_in_ca3486d6		I rub the sleep from my eyes and slip from the bed, heading to the bathroom.	game/script files/5_rain.rpy	343	"[what]"
rain_sleep_in_7d100fe3		Did she leave?	game/script files/5_rain.rpy	345	"[what]"
rain_sleep_in_05a202fd		I get myself ready for the day and trod to the kitchen.	game/script files/5_rain.rpy	347	"[what]"
rain_sleep_in_83ecffa5		Something's out of place.	game/script files/5_rain.rpy	351	"[what]"
rain_sleep_in_7532add2		There's a plate on the dining table with an overturned bowl on it. I lift the bowl, revealing still-warm eggs and a bagel inside.	game/script files/5_rain.rpy	353	"[what]"
rain_sleep_in_8a4ee327		It looks like Erin cooked breakfast! I need a drink, then I should find her and thank her.	game/script files/5_rain.rpy	355	"[what]"
the_call_723b4dac		I'm filling a glass of water when I hear Erin's muffled voice. She must be out on the balcony, and by the sound of it, she's having a not-very-fun conversation.	game/script files/6_call.rpy	6	"[what]"
the_call_4f192de4		When she comes in she seems deflated.	game/script files/6_call.rpy	9	"[what]"
the_call_8568a042	a	"Oh, there you are! Were you on the phone?"	game/script files/6_call.rpy	11	a neutral "[what]"
the_call_cc32c9bb	e	"Yeah. It was my parents. They want me to come back to the city."	game/script files/6_call.rpy	13	e neutral "[what]"
the_call_6c249d5a		My stomach drops.	game/script files/6_call.rpy	15	"[what]"
the_call_64bceb82	a	"I see. So... are you going?"	game/script files/6_call.rpy	17	a "[what]"
the_call_a3dccbdb	e	"Sigh. I haven't decided yet, to be honest. It's nice out here, and..."	game/script files/6_call.rpy	19	e gloom "[what]"
the_call_a26fe61f		She looks sidelong at me through lowered lashes.	game/script files/6_call.rpy	21	"[what]"
the_call_b626b1b4	e	"I've found somewhere I like being. This feels like a place I could belong."	game/script files/6_call.rpy	23	e happy "[what]"
the_call_94004a03		Oh.	game/script files/6_call.rpy	25	"[what]"
the_call_a92bf360	a	"Don't you want to finish college?"	game/script files/6_call.rpy	27	a "[what]"
the_call_88655d79	e	"There are other ways. I could postpone it or do it online. Anyway, the point is that I'm not really ready to go back to the city. I don't want to go."	game/script files/6_call.rpy	29	e neutral "[what]"
the_call_6b175d5a	a	"What about your parents?"	game/script files/6_call.rpy	31	a "[what]"
the_call_3301b220	e	"What about them? I appreciate that they want to look out for me, but I'm doing just fine. I'm not doing anything wrong by trying to be happy."	game/script files/6_call.rpy	33	e "[what]"
the_call_bccc92c2	a	"You know what? That's pretty compelling."	game/script files/6_call.rpy	35	a happy "[what]"
the_call_c56df087	e	"Right?"	game/script files/6_call.rpy	37	e happy "[what]"
the_call_d9adcf11		I can't help myself. I reach out and rub her shoulder.	game/script files/6_call.rpy	39	"[what]"
the_call_8d866e8e	a	"I'm glad you found somewhere you want to be. Belonging somewhere is something everyone needs, humans and spirits alike."	game/script files/6_call.rpy	41	a "[what]"
the_call_aa3a5b75		She smiles shyly at me.	game/script files/6_call.rpy	43	"[what]"
the_call_c9c9b965		That's when I get a call myself. One that dooms me in a way I was totally unprepared for.	game/script files/6_call.rpy	45	"[what]"
the_plan_11bf6f3f	a	"What do you mean they want us to close the bookstore?!"	game/script files/7_plan.rpy	9	a shocked "[what]"
the_plan_8a48d829		Erin's eyes go wide and she looks horrified.	game/script files/7_plan.rpy	11	"[what]"
the_plan_532121f5	a	"I told you, I'm not closing it! I'll figure something out. Tell them I said that."	game/script files/7_plan.rpy	13	a "[what]"
the_plan_4ab4485c		I end the call and shove my phone into the pocket of my sweatpants.	game/script files/7_plan.rpy	15	"[what]"
the_plan_88154d28	e	"Why would the store close? Doesn't your family own it?"	game/script files/7_plan.rpy	17	e shocked "[what]"
the_plan_e88269f6	a	"We do own it, but there was a problem with a malicious spirit about half a century ago. My parents made a deal with a more powerful entity to ward the store, but it seems like they neglected to pay it back in full."	game/script files/7_plan.rpy	19	a sad "[what]"
the_plan_f7340cc6	e	"What's left to pay?"	game/script files/7_plan.rpy	21	e neutral "[what]"
the_plan_75465009	a	"About ten thousand dollars. Due before the new year."	game/script files/7_plan.rpy	23	a gloom "[what]"
the_plan_9bc665a1	e	"That's not too bad..."	game/script files/7_plan.rpy	25	e "[what]"
the_plan_89305812		I scoff.	game/script files/7_plan.rpy	27	"[what]"
the_plan_39a1eac1	a	"Ten thousand in a small town is not a terribly small number, Erin."	game/script files/7_plan.rpy	29	a "[what]"
the_plan_086c117a	e	"Well, I could help you!"	game/script files/7_plan.rpy	31	e happy "[what]"
the_plan_abfb917a	a	"How?"	game/script files/7_plan.rpy	33	a neutral "[what]"
the_plan_5b09dfde	e	"I'm studying marketing. I can come up with a plan that'll bring in more business. We could even find some donors who want to invest in the bookstore and would cover that cost."	game/script files/7_plan.rpy	35	e excited "[what]"
the_plan_4ec38ab4	a	"I had no idea. Do you really think we could pull that off?"	game/script files/7_plan.rpy	37	a "[what]"
the_plan_84c542cc		My brow furrows, and my ears lie flat against my head.	game/script files/7_plan.rpy	39	"[what]"
the_plan_d79c5154		She frowns a little and reaches up to smooth my brow with a gentle thumb.	game/script files/7_plan.rpy	41	"[what]"
the_plan_a84bf69d	e	"Don't worry. We'll get you sorted, no problem."	game/script files/7_plan.rpy	43	e "[what]"
the_plan_f283922a		We spend the rest of the afternoon drawing up a plan.	game/script files/7_plan.rpy	45	"[what]"
plan_execution_96f8269d		Erin finishes jotting down notes in the composition notepad I grabbed from my desk.	game/script files/7_plan.rpy	54	"[what]"
plan_execution_d1e4cf72	e	"And that's how we'll do it."	game/script files/7_plan.rpy	56	e happy "[what]"
plan_execution_01a54ead	a	"I'm willing to give it a try. Thank you for doing this, Erin."	game/script files/7_plan.rpy	58	a neutral "[what]"
plan_execution_bbc610be	e	"It's no problem! Like I said, this is my thing."	game/script files/7_plan.rpy	60	e "[what]"
plan_execution_ee69c1bc	e	"Anyway... I should probably get going. Gotta get a change of clothes for my shift at the cornerstore later.	game/script files/7_plan.rpy	62	e neutral "[what]"
plan_execution_482f6dda	a	"Yeah. Before you go, I just wanted to apologize for how I acted back... before the rain. That wasn't fair, and you were right."	game/script files/7_plan.rpy	64	a sad "[what]"
plan_execution_ed5557f2		She smiles a little.	game/script files/7_plan.rpy	66	"[what]"
plan_execution_6ff7ae36	a	"And... thank you again for bringing me home safe and sound."	game/script files/7_plan.rpy	68	a neutral "[what]"
plan_execution_8523c6af	e	"Apology accepted. I'd come to your rescue anytime."	game/script files/7_plan.rpy	70	e happy "[what]"
plan_execution_1d712351		It's pretty brisk outside when I walk her out.	game/script files/7_plan.rpy	72	"[what]"
plan_execution_8a85f283	a	"Wait, let me get you something."	game/script files/7_plan.rpy	74	a happy "[what]"
plan_execution_638c6f32	e	"Sure!"	game/script files/7_plan.rpy	76	e "[what]"
plan_execution_fafb818c		I come back with one of my light jackets.	game/script files/7_plan.rpy	78	"[what]"
plan_execution_f3faace1	a	"Um, you can borrow this. Don't catch a cold."	game/script files/7_plan.rpy	80	a tsuntsun "[what]"
plan_execution_974cf663	e	"Oh Aya, thank you. You're sweet!"	game/script files/7_plan.rpy	82	e blush "[what]"
plan_execution_1d45c617		I wave a hand at her to brush off the praise.	game/script files/7_plan.rpy	84	"[what]"
plan_execution_3a71adbb		She starts down the road, spinning around at the corner to wave at me one more time.	game/script files/7_plan.rpy	86	"[what]"
plan_execution_09f6d592		She said she likes being here, and she's quickly entwining herself in different parts of my life. It's... really sweet.	game/script files/7_plan.rpy	88	"[what]"
plan_execution_77037882		It might still be a little risky, but maybe liking Erin is worth the risk.	game/script files/7_plan.rpy	90	"[what]"
lost_market_0c24f3a2		The next couple of weeks are peaceful. The air keeps getting cooler, the farmers markets have been lovely.	game/script files/8_lostmarket.rpy	5	"[what]"
lost_market_2a7deeeb		I get into a sort of routine with Erin.	game/script files/8_lostmarket.rpy	7	"[what]"
lost_market_bookstore_8c6d411c		The bookstore is the perfect place to meet up and talk about marketing plans.	game/script files/8_lostmarket.rpy	23	"[what]"
lost_market_office_a1ec246d		The office has lots of room to meet with people and map out plans on the big, clear tables.	game/script files/8_lostmarket.rpy	30	"[what]"
lost_market_aya_house_8d509d59		My house. It's comfortable, private, and we can make as much of a mess of notes and projects as we want.	game/script files/8_lostmarket.rpy	37	"[what]"
lost_market_cont_aeb8e5c0		When Erin isn't working, we make drafts, print posters and fliers, and make this our base of operations for the Great Bookstore Revival.	game/script files/8_lostmarket.rpy	44	"[what]"
lost_market_cont_df6c06d8		Erin calls investors and organizations who might help with such a funding project, while I call local shops to discuss business collaborations.	game/script files/8_lostmarket.rpy	46	"[what]"
lost_market_cont_909fb121		It's really nice.	game/script files/8_lostmarket.rpy	48	"[what]"
lost_market_find_out_cfadec60		Erin didn't show up at the usual meeting time. I wait 20 minutes.	game/script files/8_lostmarket.rpy	61	"[what]"
lost_market_find_out_99611a9f		Twenty minutes turns into an hour, then two. She's not answering her phone.	game/script files/8_lostmarket.rpy	65	"[what]"
lost_market_find_out_0c70c0e0		I check near the bookstore. She's not there.	game/script files/8_lostmarket.rpy	67	"[what]"
lost_market_find_out_710722f2		I call the cornerstore and the orchard office, and am told she's not there either.	game/script files/8_lostmarket.rpy	71	"[what]"
lost_market_find_out_32c70bd4		I bite my lip. I'm starting to worry that something has happened.	game/script files/8_lostmarket.rpy	75	"[what]"
lost_market_find_out_6968d676		At home, I put on a jacket and sneakers and pace in the front room, trying to decide where to start looking for her.	game/script files/8_lostmarket.rpy	77	"[what]"
lost_market_find_out_e6989a68		There's a knock at the door, and I run to open it.	game/script files/8_lostmarket.rpy	83	"[what]"
lost_market_find_out_9c1ff3ca	a	"Erin? Oh, Lydia! What are you doing here?"	game/script files/8_lostmarket.rpy	85	a shocked "[what]"
lost_market_find_out_193209ee		It's not who I was hoping it would be, and judging by Lydia's expression, I'm not about to be happy that she's here either.	game/script files/8_lostmarket.rpy	90	"[what]"
lost_market_find_out_7c693198	lyd	"You haven't found a spell to fix that lamp yet, right?"	game/script files/8_lostmarket.rpy	92	lyd "[what]"
lost_market_find_out_606730db	a	"N-no, not yet, we're planning to go find the Lost Market in a few days. Do you want to come in?"	game/script files/8_lostmarket.rpy	94	a neutral "[what]"
lost_market_find_out_a6fc6eee	lyd	"The Market came early, Aya."	game/script files/8_lostmarket.rpy	96	lyd "[what]"
lost_market_find_out_0eec3fbd		I get a sinking feeling in my stomach.	game/script files/8_lostmarket.rpy	98	"[what]"
lost_market_find_out_981d0312	a	"No. She couldn't have..."	game/script files/8_lostmarket.rpy	100	a shocked "[what]"
lost_market_find_out_2214fcf2	lyd	"She did. Terry the fox spirit saw her go in unaccompanied and ran to tell me."	game/script files/8_lostmarket.rpy	102	lyd "[what]"
lost_market_find_out_88ebf329	a	"Shit. And you didn't call..."	game/script files/8_lostmarket.rpy	104	a "[what]"
lost_market_find_out_216ff4b0	lyd	"...because I still don't own a phone."	game/script files/8_lostmarket.rpy	106	lyd "[what]"
lost_market_find_out_d9352fa7		Of course this ancient cat still hasn't gotten a phone.	game/script files/8_lostmarket.rpy	108	"[what]"
lost_market_find_out_cbe839f0	a	"I need to find her, fast. Where's the entrance?"	game/script files/8_lostmarket.rpy	110	a neutral "[what]"
lost_market_find_out_f1f691e6	lyd	"The alley between the grocer and the barber. Be safe, and be quick. I hope you find her in time."	game/script files/8_lostmarket.rpy	112	lyd "[what]"
lost_market_find_out_6278497b		I run.	game/script files/8_lostmarket.rpy	117	"[what]"
lost_market_inside_79dab041		I run faster than I ever have before. My legs and lungs burn, and I gasp for air, but I push through it and finally make it to the entrance.	game/script files/8_lostmarket.rpy	131	"[what]"
lost_market_inside_1d17f78e		The entrance to the Lost Market always looks like a really, really, REALLY long, dark alleyway with floating lights at the far end of it.	game/script files/8_lostmarket.rpy	133	"[what]"
lost_market_inside_00212734		It doesn't usually pose a risk to humans, since you have to be a spirit or in a pact with a spirit to be able to see it at all.	game/script files/8_lostmarket.rpy	135	"[what]"
lost_market_inside_40eeef0b		And if you can't see it, it can't see you back.	game/script files/8_lostmarket.rpy	137	"[what]"
lost_market_inside_6b34d7d9		I slow down and start walking down the alley. It's actually faster to walk than it is to run. It's tricky like that.	game/script files/8_lostmarket.rpy	142	"[what]"
lost_market_inside_4821b237		The floating lights start to illuminate faint edges of structures in the alleyway; the ground, the brick walls, loose rocks, some cardboard boxes.	game/script files/8_lostmarket.rpy	144	"[what]"
lost_market_inside_78528952		The amber glow grows, and I step out of the alley into a street full of spirits of all shape and size.	game/script files/8_lostmarket.rpy	146	"[what]"
lost_market_inside_bd884754		As naturally as breathing, I shift fully into my spirit form: an enormous pink three-tailed fox with small red horns. I sniff the air and stretch out each leg, feeling my paws against the cool ground.	game/script files/8_lostmarket.rpy	171	"[what]"
lost_market_inside_b6b3f2b6		Tall, shapeless giants and tiny floating imps float alongside animal spirits like myself.	game/script files/8_lostmarket.rpy	175	"[what]"
lost_market_inside_7bd868df		I don't waste any time.	game/script files/8_lostmarket.rpy	177	"[what]"
lost_market_inside_818ad383		I run, weaving through the silent crowd, following the faint, unmistakable glowing tether of the pact we made. I pick up the citrus and apple scent of Erin's shampoo.	game/script files/8_lostmarket.rpy	179	"[what]"
lost_market_inside_108b5925		I have to go faster!	game/script files/8_lostmarket.rpy	181	"[what]"
lost_market_inside_ed3d5e04		I run and I run, and finally I know I'm drawing near when the tether glows brighter. A small crowd has formed a circle around her.	game/script files/8_lostmarket.rpy	183	"[what]"
lost_market_inside_c80b12a2		She's standing boldly before an oni girl with impossibly sharp horns. A red ribbon floats around the oni, and a tendril begins to reach towards Erin.	game/script files/8_lostmarket.rpy	204	"[what]"
lost_market_inside_07a2df7f		I leap, snapping at the ribbon. It shatters into sparkling shards of light between my sharp teeth.	game/script files/8_lostmarket.rpy	206	"[what]"
lost_market_inside_901981c2	"Oni"	"You dare to intefere? This human wished to make a pact with me, fox. I was simply going to lead her out of here."	game/script files/8_lostmarket.rpy	211	"Oni" "[what]"
lost_market_inside_2a7d49cf	a	"In exchange for what?"	game/script files/8_lostmarket.rpy	214	a fox "[what]"
lost_market_inside_25b5e034	"Oni"	"A trifling matter. She was to bring me across to the mortal realm with her."	game/script files/8_lostmarket.rpy	218	"Oni" "[what]"
lost_market_inside_0025e6f6	a	"I'm afraid that is not going to be possible. This human is spoken for. She's already in a pact with me."	game/script files/8_lostmarket.rpy	221	a fox "[what]"
lost_market_inside_0ae01579	"Oni"	"If that is so, why did she need a guide out?"	game/script files/8_lostmarket.rpy	225	"Oni" "[what]"
lost_market_inside_f0bea80c	a	"I was merely busy for a moment, but am here now."	game/script files/8_lostmarket.rpy	228	a fox "[what]"
lost_market_inside_39ac6a8c		Erin looks at me, astonished at my form.	game/script files/8_lostmarket.rpy	232	"[what]"
lost_market_inside_a306a950	e	"Wait... Aya?! You can... talk like that?"	game/script files/8_lostmarket.rpy	236	e shocked "[what]"
lost_market_inside_677781ee	a	"Of course. I'm still me."	game/script files/8_lostmarket.rpy	238	a fox "[what]"
lost_market_inside_84e06a85		I address the oni.	game/script files/8_lostmarket.rpy	242	"[what]"
lost_market_inside_a4bbe595	a	"We must depart. Kindly find someone else to bargain with."	game/script files/8_lostmarket.rpy	245	a fox "[what]"
lost_market_inside_59f7ed97		The oni glares at me and crosses her arms.	game/script files/8_lostmarket.rpy	249	"[what]"
lost_market_inside_3e7b2561	a	"Erin, climb upon my back. I'll take us out of here."	game/script files/8_lostmarket.rpy	252	a fox "[what]"
lost_market_inside_fe925a06	e	"Are you sure? Shouldn't we find that spell?"	game/script files/8_lostmarket.rpy	254	e sad "[what]"
lost_market_inside_3c031729	a	"Not tonight."	game/script files/8_lostmarket.rpy	256	a fox "[what]"
lost_market_inside_28f63b98		She reluctantly grabs hold of my fur and hauls herself onto my back, hugging my neck tightly.	game/script files/8_lostmarket.rpy	260	"[what]"
lost_market_inside_ae35b642		I fly like the wind and take us back to the alley. The streets shift around us, but I know exactly where to go.	game/script files/8_lostmarket.rpy	265	"[what]"
lost_market_inside_f7eb623f	a	"Close your eyes."	game/script files/8_lostmarket.rpy	267	a fox "[what]"
lost_market_inside_0a0cb365		We race across the border between the spirit and mortal worlds. It's easier to leave with both of us present.	game/script files/8_lostmarket.rpy	271	"[what]"
lost_market_inside_e80c993d		The air around us blurs and I shift back, now holding Erin in my arms.	game/script files/8_lostmarket.rpy	274	"[what]"
lost_market_inside_b535ab5f	a	"You can open your eyes now, Erin."	game/script files/8_lostmarket.rpy	282	a blush "[what]"
lost_market_inside_0da3fde5		She does.	game/script files/8_lostmarket.rpy	284	"[what]"
lost_market_inside_2c998b67	e	"Uh, you don't have to keep carrying me."	game/script files/8_lostmarket.rpy	286	e blush "[what]"
lost_market_inside_d48d07a9	a	"Ah, sorry."	game/script files/8_lostmarket.rpy	288	a "[what]"
lost_market_inside_3c520307		I set her on her feet and help straighten out her clothes. I check her for the telltale ribbons of other pacts but see none.	game/script files/8_lostmarket.rpy	290	"[what]"
lost_market_inside_31f42505	a	"Are you alright? You didn't make any other bargains while there, right?"	game/script files/8_lostmarket.rpy	292	a sad "[what]"
lost_market_inside_bc56d876	e	"No, no. That was close, though. I had been there for hours, and had been hounded by all sorts of spirits wanting... different things."	game/script files/8_lostmarket.rpy	294	e neutral "[what]"
lost_market_inside_7a9073fe	e	"That last one was kinder than the others, though, so it seemed like my best option for getting back home."	game/script files/8_lostmarket.rpy	296	e "[what]"
lost_market_inside_d5db8356	a	"She may have seemed kinder, but that doesn't mean she didn't have ill-intent. If you had brought her over, she would have eaten you."	game/script files/8_lostmarket.rpy	298	a "[what]"
lost_market_inside_56dca6e1		Erin blanches.	game/script files/8_lostmarket.rpy	300	"[what]"
lost_market_inside_b1a1b015	e	"O-oh."	game/script files/8_lostmarket.rpy	302	e "[what]"
lost_market_inside_ab13376e		I soften my expression.	game/script files/8_lostmarket.rpy	304	"[what]"
lost_market_inside_50c9b96a	a	"How did you get there, anyway?"	game/script files/8_lostmarket.rpy	306	a neutral "[what]"
lost_market_inside_9a22fbe9	e	"Well, I was following that little grey cat and it went down this alley. It disappeared, and I was curious about the lights, so... I kept walking. I had never seen that before."	game/script files/8_lostmarket.rpy	308	e "[what]"
lost_market_inside_16b363f5	a	"Oh, Erin."	game/script files/8_lostmarket.rpy	310	a "[what]"
lost_market_inside_f18af0e2		I pull her into my arms and hold her tightly.	game/script files/8_lostmarket.rpy	312	"[what]"
lost_market_inside_d62c4023	a	"I'm so glad I found you in time. That was so reckless!"	game/script files/8_lostmarket.rpy	314	a shocked "[what]"
lost_market_inside_401db18c	e	"I didn't know what would happen!"	game/script files/8_lostmarket.rpy	316	e gloom "[what]"
lost_market_inside_c040e938		I smooth her hair and heave a sigh of relief.	game/script files/8_lostmarket.rpy	318	"[what]"
lost_market_inside_4f90c906	a	"I know. It's okay. Just... don't go into any weird alleys like that without me, okay? Don't make me worry like that!"	game/script files/8_lostmarket.rpy	320	a happy "[what]"
lost_market_inside_1be8c2a7	e	"I won't. But do you think that cat is okay?"	game/script files/8_lostmarket.rpy	322	e sad "[what]"
lost_market_inside_e48d21ee	a	"I'm positive it is. Cats have a way of slinking across the boundary with more ease than practically any other creature. If it crossed over, it can simply stroll right back."	game/script files/8_lostmarket.rpy	324	a "[what]"
lost_market_inside_6b01a23c	a	"And since it's just a cat, nothing is going to bother it."	game/script files/8_lostmarket.rpy	326	a excited "[what]"
lost_market_inside_6472ea51	e	"Thank goodness!"	game/script files/8_lostmarket.rpy	328	e excited "[what]"
lost_market_inside_70edaa28		We stay embraced for a few long breaths as our heartbeats slow, then I release her.	game/script files/8_lostmarket.rpy	330	"[what]"
lost_market_inside_357ba4ef	a	"I'll walk you home."	game/script files/8_lostmarket.rpy	332	a happy "[what]"
lost_market_inside_c3eca7d1	e	"Sure, I'd like that."	game/script files/8_lostmarket.rpy	334	e happy "[what]"
date_2a3697d7		I check my hair in the mirror one more time and take a calming breath, then grab my keys and coat and head for the door.	game/script files/9_date.rpy	8	"[what]"
date_c64feee4		After what happened at the Lost Market, Erin took the last two days off to rest. She slept for about 20 hours the first day, which had me worried.	game/script files/9_date.rpy	10	"[what]"
date_a2510ac7		My phone buzzes. It's a text from Erin.	game/script files/9_date.rpy	13	"[what]"
date_065a76ef		"See you in a bit!"	game/script files/9_date.rpy	15	"[what]"
date_80601567		I asked her to meet me at the nearby cafe so I could check on her, and because I've come to a decision.	game/script files/9_date.rpy	17	"[what]"
date_cf3f25a5		I set my coffee cup down. The ceramic clinks against the saucer.	game/script files/9_date.rpy	24	"[what]"
date_5b92e513	a	"I've given it a lot of thought, and... I don't want to go to the Lost Market tomorrow."	game/script files/9_date.rpy	26	a neutral "[what]"
date_e7531fc1	e	"What? Then how will you get that spell?"	game/script files/9_date.rpy	28	e shocked "[what]"
date_b60db6c3	a	"I'm not happy about how close you came to getting eaten by a tricky spirit, and I don't think it's a good idea for us to go back so soon."	game/script files/9_date.rpy	30	a sad "[what]"
date_64267ff1	e	"It was one time, and I was by myself! You'll be there this time, right? So what happened last time isn't going to happen again."	game/script files/9_date.rpy	32	e "[what]"
date_7fb86e07	a	"It's too risky."	game/script files/9_date.rpy	34	a neutral "[what]"
date_33bf4836		I hesitantly reach across the table and rest a hand over hers.	game/script files/9_date.rpy	36	"[what]"
date_aee449bd	a	"I wanted to go to get back something precious to me, but..."	game/script files/9_date.rpy	38	a "[what]"
date_2a3c55c1	a	"The lamp is just a lamp. There's something far more precious sitting right in front of me."	game/script files/9_date.rpy	40	a "[what]"
date_1caa1ca0		Erin doesn't seem soothed by this.	game/script files/9_date.rpy	42	"[what]"
date_fa67b558	e	"Right, a human life is more important than a lamp, I get it. But I don't want to owe you something. I broke that lamp, I should take care of it."	game/script files/9_date.rpy	44	e neutral "[what]"
date_3ff83e15	a	"I don't think you do get it, actually."	game/script files/9_date.rpy	46	a blush "[what]"
date_251e458f		(It isn't clicking for her. But this is as good a time as any...)	game/script files/9_date.rpy	48	"[what]"
date_79d85edf		(I'll need to be more direct.)	game/script files/9_date.rpy	50	"[what]"
confession_5a797e18		Erin's jaw drops. Then she punches the air with her free hand.	game/script files/9_date.rpy	63	"[what]"
confession_99d87619	e	"YES! I KNEW IT!!!"	game/script files/9_date.rpy	65	e excited "[what]"
confession_88b6f74f		Several other patrons turn their heads to see what her outburst is about.	game/script files/9_date.rpy	67	"[what]"
confession_c60fb6fe	e	"You like me!!!"	game/script files/9_date.rpy	69	e "[what]"
confession_9ba2610f	a	"Yes, I like you."	game/script files/9_date.rpy	71	a blush "[what]"
confession_0c8fe9ee	e	"And I like you too!"	game/script files/9_date.rpy	73	e "[what]"
confession_1a3a21e4		My cheeks are DEFINITELY pink, but I try to play it cool.	game/script files/9_date.rpy	75	"[what]"
confession_2a65599a	a	"Sounds like we should do something about it, then."	game/script files/9_date.rpy	77	a "[what]"
confession_654f183e	e	"Yeah??"	game/script files/9_date.rpy	79	e rizzler "[what]"
confession_df83269f		If Erin were a puppy, her tail would be wagging her out of her chair right now.	game/script files/9_date.rpy	81	"[what]"
confession_c168f6e4	a	"Let's start with this."	game/script files/9_date.rpy	83	a happy "[what]"
confession_011e5595		With a wave of my left hand, I summon the contract we signed. It's as simple as plucking the page from the air.	game/script files/9_date.rpy	85	"[what]"
confession_e31b3053		I take the contract in one hand, still holding Erin's hand with the other, and when I speak my words ring clear as a bell.	game/script files/9_date.rpy	89	"[what]"
confession_c2d409e0	a	"I release you from the pact."	game/script files/9_date.rpy	91	a neutral "[what]"
confession_80e8ee90		With those simple words, the page crumbles into dust.	game/script files/9_date.rpy	96	"[what]"
confession_b882ed6c		I can feel the faint snap of the contractual bond between us breaking.	game/script files/9_date.rpy	98	"[what]"
confession_69417da6	a	"Now you don't owe me anything. The debt is forgiven, both figuratively and literally."	game/script files/9_date.rpy	100	a excited "[what]"
